Subscriber ID,Show,Episodes Watched,Episode Length (m)
1610,Weeds,0.17,30
1610,Pony,0.17,30
1610,Mad Men,0.27,45
1610,Lorax,0.07,30
1609,Walking Dead,3.37,40
1609,Lost,1.58,45
1609,Weeds,0.13,30
1609,Pony,0.1,30
1609,Lorax,0.1,30
1609,Mad Men,0.13,45
1608,Walking Dead,3.18,40
1608,Lost,1.29,45
1608,Weeds,0.1,30
1608,Mad Men,0.18,45
1608,Pony,0.07,30
1608,Lorax,0.07,30
1607,Walking Dead,3.03,40
1607,Lost,1.27,45
1607,Weeds,0.37,30
1607,Mad Men,0.58,45
1607,Pony,0.1,30
1607,Lorax,0.1,30
1606,Walking Dead,3.43,40
1606,Lost,1.64,45
1606,Weeds,0.2,30
1606,Mad Men,0.36,45
1606,Lorax,0.17,30
1606,Pony,0.1,30
1605,Walking Dead,3.1,40
1605,Lost,1.13,45
1605,Weeds,0.37,30
1605,Mad Men,0.44,45
1605,Lorax,0.2,30
1605,Pony,0.17,30
1604,Walking Dead,3.02,40
1604,Lost,1.31,45
1604,Weeds,0.43,30
1604,Mad Men,0.84,45
1604,Lorax,0.13,30
1604,Pony,0.1,30
1603,Walking Dead,3.55,40
1603,Lost,1.76,45
1603,Weeds,0.47,30
1603,Mad Men,0.8,45
1603,Pony,0.13,30
1603,Lorax,0.13,30
1602,Walking Dead,2.8,40
1602,Lost,0.93,45
1602,Weeds,0.4,30
1602,Mad Men,0.44,45
1602,Pony,0.07,30
1602,Lorax,0.07,30
1601,Walking Dead,3.18,40
1601,Lost,1.38,45
1601,Weeds,0.5,30
1601,Mad Men,0.67,45
1601,Pony,0.1,30
1601,Lorax,0.07,30
1600,Walking Dead,3.18,40
1600,Lost,1.56,45
1600,Weeds,0.4,30
1600,Mad Men,0.36,45
1600,Lorax,0.13,30
1600,Pony,0.03,30
1599,Walking Dead,3.07,40
1599,Lost,1.16,45
1599,Weeds,0.2,30
1599,Mad Men,0.31,45
1599,Pony,0.03,30
1599,Lorax,0,30
1598,Walking Dead,2.85,40
1598,Lost,1.11,45
1598,Weeds,0.23,30
1598,Mad Men,0.4,45
1598,Pony,0.1,30
1598,Lorax,0.1,30
1597,Walking Dead,2.67,40
1597,Lost,0.73,45
1597,Pony,0.03,30
1597,Lorax,0.03,30
1597,Mad Men,0,45
1597,Weeds,0,30
1596,Walking Dead,2.9,40
1596,Lost,0.98,45
1596,Mad Men,0.67,45
1596,Weeds,0.3,30
1596,Pony,0.07,30
1596,Lorax,0.03,30
1595,Walking Dead,2.97,40
1595,Lost,1.04,45
1595,Weeds,0.33,30
1595,Mad Men,0.49,45
1595,Pony,0.03,30
1595,Lorax,0.03,30
1594,Walking Dead,3.22,40
1594,Lost,1.47,45
1594,Weeds,0.4,30
1594,Mad Men,0.67,45
1594,Pony,0.13,30
1594,Lorax,0.13,30
1593,Walking Dead,2.77,40
1593,Lost,0.87,45
1593,Weeds,0.2,30
1593,Pony,0.1,30
1593,Lorax,0.1,30
1593,Mad Men,0,45
1592,Walking Dead,2.72,40
1592,Lost,0.91,45
1592,Pony,0.2,30
1592,Lorax,0.2,30
1592,Weeds,0.1,30
1592,Mad Men,0.18,45
1591,Walking Dead,3.15,40
1591,Lost,1.49,45
1591,Weeds,0.33,30
1591,Mad Men,0.49,45
1591,Pony,0.13,30
1591,Lorax,0.07,30
1590,Walking Dead,2.68,40
1590,Lost,0.87,45
1590,Weeds,0.33,30
1590,Mad Men,0.58,45
1590,Pony,0.07,30
1590,Lorax,0.07,30
1589,Walking Dead,3.28,40
1589,Lost,1.38,45
1589,Pony,0.07,30
1589,Weeds,0.03,30
1589,Lorax,0.03,30
1589,Mad Men,0,45
1588,Walking Dead,2.53,40
1588,Lost,0.64,45
1588,Weeds,0.4,30
1588,Pony,0.2,30
1588,Lorax,0.17,30
1588,Mad Men,0.31,45
1587,Walking Dead,3.23,40
1587,Lost,1.36,45
1587,Lorax,0.2,30
1587,Weeds,0.17,30
1587,Pony,0.07,30
1587,Mad Men,0.09,45
1586,Walking Dead,3.42,40
1586,Lost,1.8,45
1586,Weeds,0.47,30
1586,Mad Men,0.67,45
1586,Pony,0.17,30
1586,Lorax,0.07,30
1585,Walking Dead,3.12,40
1585,Lost,1.18,45
1585,Weeds,0.27,30
1585,Lorax,0.23,30
1585,Mad Men,0.4,45
1585,Pony,0.13,30
1584,Walking Dead,2.6,40
1584,Lost,0.69,45
1584,Weeds,0.4,30
1584,Mad Men,0.53,45
1584,Pony,0.2,30
1584,Lorax,0.1,30
1583,Walking Dead,3.4,40
1583,Lost,1.53,45
1583,Weeds,0.5,30
1583,Mad Men,0.8,45
1583,Pony,0.33,30
1583,Lorax,0.23,30
1582,Walking Dead,3.55,40
1582,Lost,1.6,45
1582,Pony,0.13,30
1582,Lorax,0.13,30
1582,Mad Men,0,45
1582,Weeds,0,30
1581,Walking Dead,2.93,40
1581,Lost,0.91,45
1581,Lorax,0.3,30
1581,Weeds,0.2,30
1581,Pony,0.2,30
1581,Mad Men,0.22,45
1580,Walking Dead,3.17,40
1580,Lost,1.33,45
1580,Weeds,0.1,30
1580,Pony,0.1,30
1580,Lorax,0.03,30
1580,Mad Men,0,45
1579,Walking Dead,2.65,40
1579,Lost,0.76,45
1579,Weeds,0.23,30
1579,Mad Men,0.22,45
1579,Pony,0.1,30
1579,Lorax,0.1,30
1578,Walking Dead,3.38,40
1578,Lost,1.53,45
1578,Weeds,0.13,30
1578,Pony,0.13,30
1578,Lorax,0.13,30
1578,Mad Men,0.09,45
1577,Walking Dead,3.23,40
1577,Lost,1.42,45
1577,Mad Men,0.8,45
1577,Weeds,0.4,30
1577,Lorax,0.17,30
1577,Pony,0.1,30
1576,Walking Dead,3.08,40
1576,Lost,1.13,45
1576,Pony,0.13,30
1576,Lorax,0.07,30
1576,Weeds,0.03,30
1576,Mad Men,0,45
1575,Walking Dead,2.65,40
1575,Lost,0.71,45
1575,Weeds,0.2,30
1575,Mad Men,0.36,45
1575,Lorax,0.1,30
1575,Pony,0.07,30
1574,Walking Dead,2.95,40
1574,Lost,1.07,45
1574,Weeds,0.3,30
1574,Mad Men,0.4,45
1574,Lorax,0.17,30
1574,Pony,0.13,30
1573,Walking Dead,3.48,40
1573,Lost,1.58,45
1573,Weeds,0.2,30
1573,Pony,0.13,30
1573,Lorax,0.13,30
1573,Mad Men,0,45
1572,Walking Dead,2.87,40
1572,Lost,0.93,45
1572,Weeds,0.27,30
1572,Mad Men,0.49,45
1572,Lorax,0.23,30
1572,Pony,0.2,30
1571,Walking Dead,2.95,40
1571,Lost,1.24,45
1571,Weeds,0.23,30
1571,Mad Men,0.27,45
1571,Lorax,0.1,30
1571,Pony,0.07,30
1570,Walking Dead,3.35,40
1570,Lost,1.62,45
1570,Pony,0.3,30
1570,Weeds,0.2,30
1570,Lorax,0.2,30
1570,Mad Men,0.22,45
1569,Walking Dead,3,40
1569,Lost,1.09,45
1569,Weeds,0.13,30
1569,Mad Men,0.18,45
1569,Pony,0.03,30
1569,Lorax,0,30
1568,Walking Dead,3.02,40
1568,Lost,1.38,45
1568,Weeds,0.3,30
1568,Mad Men,0.49,45
1568,Pony,0.13,30
1568,Lorax,0.1,30
1567,Walking Dead,2.92,40
1567,Lost,1.04,45
1567,Lorax,0.13,30
1567,Weeds,0.1,30
1567,Mad Men,0.18,45
1567,Pony,0.07,30
1566,Walking Dead,3.22,40
1566,Lost,1.33,45
1566,Mad Men,0.62,45
1566,Weeds,0.27,30
1566,Pony,0.17,30
1566,Lorax,0.07,30
1565,Walking Dead,3.05,40
1565,Lost,1.27,45
1565,Weeds,0.47,30
1565,Mad Men,0.89,45
1565,Pony,0,30
1565,Lorax,0,30
1564,Walking Dead,2.77,40
1564,Lost,0.82,45
1564,Weeds,0.23,30
1564,Mad Men,0.27,45
1564,Lorax,0.03,30
1564,Pony,0,30
1563,Walking Dead,2.78,40
1563,Lost,0.78,45
1563,Lorax,0.23,30
1563,Weeds,0.13,30
1563,Pony,0.1,30
1563,Mad Men,0.13,45
1562,Walking Dead,2.77,40
1562,Lost,0.93,45
1562,Weeds,0.27,30
1562,Mad Men,0.22,45
1562,Pony,0.1,30
1562,Lorax,0.07,30
1561,Walking Dead,3.48,40
1561,Lost,1.67,45
1561,Pony,0.1,30
1561,Lorax,0.1,30
1561,Weeds,0.07,30
1561,Mad Men,0,45
1560,Walking Dead,3.13,40
1560,Lost,1.4,45
1560,Lorax,0.17,30
1560,Pony,0.1,30
1560,Mad Men,0.13,45
1560,Weeds,0.07,30
1559,Walking Dead,3.07,40
1559,Lost,1.29,45
1559,Weeds,0.37,30
1559,Mad Men,0.67,45
1559,Pony,0.03,30
1559,Lorax,0.03,30
1558,Walking Dead,3.5,40
1558,Lost,1.6,45
1558,Weeds,0.17,30
1558,Lorax,0.1,30
1558,Mad Men,0.09,45
1558,Pony,0.03,30
1557,Walking Dead,2.9,40
1557,Lost,0.91,45
1557,Weeds,0.27,30
1557,Pony,0.17,30
1557,Mad Men,0.31,45
1557,Lorax,0.1,30
1556,Walking Dead,2.9,40
1556,Lost,0.96,45
1556,Weeds,0.17,30
1556,Mad Men,0.31,45
1556,Pony,0.07,30
1556,Lorax,0.07,30
1555,Walking Dead,3.08,40
1555,Lost,1.27,45
1555,Pony,0.23,30
1555,Lorax,0.13,30
1555,Weeds,0.1,30
1555,Mad Men,0.13,45
1554,Walking Dead,3.35,40
1554,Lost,1.51,45
1554,Weeds,0.33,30
1554,Mad Men,0.58,45
1554,Pony,0.17,30
1554,Lorax,0.13,30
1553,Walking Dead,3.12,40
1553,Lost,1.22,45
1553,Pony,0.17,30
1553,Weeds,0.07,30
1553,Lorax,0.07,30
1553,Mad Men,0,45
1552,Walking Dead,3,40
1552,Lost,1.07,45
1552,Weeds,0.1,30
1552,Pony,0.1,30
1552,Lorax,0.1,30
1552,Mad Men,0,45
1551,Walking Dead,2.88,40
1551,Lost,1,45
1551,Pony,0.03,30
1551,Lorax,0.03,30
1551,Mad Men,0.04,45
1551,Weeds,0,30
1550,Walking Dead,2.97,40
1550,Lost,1.22,45
1550,Weeds,0.2,30
1550,Mad Men,0.36,45
1550,Pony,0.13,30
1550,Lorax,0.13,30
1549,Walking Dead,3.05,40
1549,Lost,1.16,45
1549,Weeds,0.43,30
1549,Mad Men,0.8,45
1549,Pony,0.17,30
1549,Lorax,0.1,30
1548,Walking Dead,2.85,40
1548,Lost,0.93,45
1548,Lorax,0.13,30
1548,Pony,0.1,30
1548,Weeds,0.07,30
1548,Mad Men,0.09,45
1547,Walking Dead,2.9,40
1547,Lost,1.11,45
1547,Lorax,0.17,30
1547,Pony,0.1,30
1547,Weeds,0.07,30
1547,Mad Men,0,45
1546,Walking Dead,3.15,40
1546,Lost,1.27,45
1546,Pony,0.2,30
1546,Lorax,0.17,30
1546,Weeds,0.13,30
1546,Mad Men,0.09,45
1545,Walking Dead,2.8,40
1545,Lost,0.91,45
1545,Weeds,0.17,30
1545,Mad Men,0.31,45
1545,Pony,0.13,30
1545,Lorax,0.1,30
1544,Walking Dead,2.63,40
1544,Lost,0.73,45
1544,Weeds,0.17,30
1544,Mad Men,0.22,45
1544,Pony,0.1,30
1544,Lorax,0.07,30
1543,Walking Dead,3.12,40
1543,Lost,1.29,45
1543,Pony,0.17,30
1543,Lorax,0.13,30
1543,Weeds,0.1,30
1543,Mad Men,0.13,45
1542,Walking Dead,2.97,40
1542,Lost,1.04,45
1542,Pony,0.23,30
1542,Weeds,0.2,30
1542,Lorax,0.13,30
1542,Mad Men,0.22,45
1541,Walking Dead,2.72,40
1541,Lost,0.78,45
1541,Pony,0.17,30
1541,Lorax,0.1,30
1541,Weeds,0.07,30
1541,Mad Men,0,45
1540,Walking Dead,2.82,40
1540,Lost,0.91,45
1540,Pony,0.1,30
1540,Lorax,0.1,30
1540,Weeds,0.07,30
1540,Mad Men,0,45
1539,Walking Dead,3.05,40
1539,Lost,1.31,45
1539,Mad Men,0.49,45
1539,Weeds,0.23,30
1539,Pony,0.13,30
1539,Lorax,0.13,30
1538,Walking Dead,2.57,40
1538,Lost,0.73,45
1538,Lorax,0.17,30
1538,Pony,0.13,30
1538,Mad Men,0.22,45
1538,Weeds,0.1,30
1537,Walking Dead,3.03,40
1537,Lost,1.29,45
1537,Weeds,0.23,30
1537,Lorax,0.17,30
1537,Mad Men,0.18,45
1537,Pony,0.07,30
1536,Walking Dead,2.98,40
1536,Lost,1.13,45
1536,Weeds,0.2,30
1536,Mad Men,0.31,45
1536,Lorax,0.13,30
1536,Pony,0.1,30
1535,Walking Dead,3.23,40
1535,Lost,1.38,45
1535,Pony,0.23,30
1535,Mad Men,0.4,45
1535,Weeds,0.2,30
1535,Lorax,0.1,30
1534,Walking Dead,2.63,40
1534,Lost,0.69,45
1534,Weeds,0.2,30
1534,Pony,0.13,30
1534,Lorax,0.1,30
1534,Mad Men,0.18,45
1533,Walking Dead,3.08,40
1533,Lost,1.18,45
1533,Weeds,0.2,30
1533,Mad Men,0.36,45
1533,Lorax,0.07,30
1533,Pony,0.03,30
1532,Walking Dead,2.38,40
1532,Lost,0.67,45
1532,Weeds,0.23,30
1532,Mad Men,0.44,45
1532,Lorax,0.17,30
1532,Pony,0.13,30
1531,Walking Dead,2.62,40
1531,Lost,0.69,45
1531,Pony,0.3,30
1531,Lorax,0.2,30
1531,Weeds,0.13,30
1531,Mad Men,0.13,45
1530,Walking Dead,3.08,40
1530,Lost,1.36,45
1530,Weeds,0.33,30
1530,Mad Men,0.58,45
1530,Lorax,0.1,30
1530,Pony,0.07,30
1529,Walking Dead,3.43,40
1529,Lost,1.6,45
1529,Weeds,0.37,30
1529,Mad Men,0.4,45
1529,Pony,0.07,30
1529,Lorax,0.03,30
1528,Walking Dead,2.9,40
1528,Lost,0.98,45
1528,Weeds,0.27,30
1528,Mad Men,0.4,45
1528,Pony,0.1,30
1528,Lorax,0.07,30
1527,Walking Dead,3.03,40
1527,Lost,1.16,45
1527,Weeds,0.3,30
1527,Mad Men,0.44,45
1527,Lorax,0.1,30
1527,Pony,0.03,30
1526,Walking Dead,2.98,40
1526,Lost,1,45
1526,Pony,0.1,30
1526,Lorax,0.1,30
1526,Weeds,0.03,30
1526,Mad Men,0,45
1525,Walking Dead,2.85,40
1525,Lost,1.13,45
1525,Weeds,0.23,30
1525,Mad Men,0.4,45
1525,Pony,0.13,30
1525,Lorax,0.07,30
1524,Walking Dead,3.02,40
1524,Lost,1.04,45
1524,Pony,0.2,30
1524,Lorax,0.1,30
1524,Weeds,0.07,30
1524,Mad Men,0,45
1523,Walking Dead,2.52,40
1523,Lost,0.69,45
1523,Pony,0.17,30
1523,Weeds,0.1,30
1523,Lorax,0.1,30
1523,Mad Men,0.04,45
1522,Walking Dead,3.08,40
1522,Lost,1.13,45
1522,Pony,0.07,30
1522,Lorax,0.03,30
1522,Mad Men,0,45
1522,Weeds,0,30
1521,Walking Dead,2.97,40
1521,Lost,1.13,45
1521,Pony,0.27,30
1521,Lorax,0.23,30
1521,Weeds,0.07,30
1521,Mad Men,0.04,45
1520,Walking Dead,2.77,40
1520,Lost,0.89,45
1520,Weeds,0.27,30
1520,Mad Men,0.31,45
1520,Lorax,0.13,30
1520,Pony,0.07,30
1519,Walking Dead,3.15,40
1519,Lost,1.22,45
1519,Lorax,0.1,30
1519,Weeds,0.03,30
1519,Pony,0.03,30
1519,Mad Men,0,45
1518,Walking Dead,3,40
1518,Lost,1.24,45
1518,Pony,0.2,30
1518,Lorax,0.2,30
1518,Weeds,0.07,30
1518,Mad Men,0,45
1517,Walking Dead,2.93,40
1517,Lost,1.33,45
1517,Weeds,0.4,30
1517,Mad Men,0.67,45
1517,Lorax,0.13,30
1517,Pony,0.07,30
1516,Walking Dead,2.98,40
1516,Lost,1.2,45
1516,Lorax,0.23,30
1516,Pony,0.2,30
1516,Weeds,0.07,30
1516,Mad Men,0,45
1515,Walking Dead,3.2,40
1515,Lost,1.38,45
1515,Pony,0.17,30
1515,Weeds,0.1,30
1515,Lorax,0.1,30
1515,Mad Men,0.04,45
1514,Walking Dead,2.73,40
1514,Lost,0.91,45
1514,Weeds,0.13,30
1514,Lorax,0.13,30
1514,Mad Men,0.22,45
1514,Pony,0.03,30
1513,Walking Dead,2.52,40
1513,Lost,0.6,45
1513,Weeds,0.47,30
1513,Mad Men,0.8,45
1513,Pony,0.2,30
1513,Lorax,0.2,30
1512,Walking Dead,3.37,40
1512,Lost,1.64,45
1512,Pony,0.23,30
1512,Lorax,0.17,30
1512,Mad Men,0.22,45
1512,Weeds,0.1,30
1511,Walking Dead,3.62,40
1511,Lost,1.71,45
1511,Weeds,0.2,30
1511,Pony,0.2,30
1511,Mad Men,0.36,45
1511,Lorax,0.1,30
1510,Walking Dead,2.98,40
1510,Lost,1.16,45
1510,Weeds,0.3,30
1510,Mad Men,0.58,45
1510,Pony,0.23,30
1510,Lorax,0.13,30
1509,Walking Dead,3.33,40
1509,Lost,1.44,45
1509,Weeds,0.23,30
1509,Mad Men,0.4,45
1509,Pony,0.03,30
1509,Lorax,0.03,30
1508,Walking Dead,3,40
1508,Lost,1.02,45
1508,Lorax,0.2,30
1508,Pony,0.13,30
1508,Weeds,0.1,30
1508,Mad Men,0.09,45
1507,Walking Dead,3.23,40
1507,Lost,1.38,45
1507,Weeds,0.37,30
1507,Mad Men,0.71,45
1507,Pony,0.23,30
1507,Lorax,0.2,30
1506,Walking Dead,2.73,40
1506,Lost,0.89,45
1506,Weeds,0.27,30
1506,Pony,0.17,30
1506,Mad Men,0.31,45
1506,Lorax,0.1,30
1505,Walking Dead,3.1,40
1505,Lost,1.33,45
1505,Weeds,0.53,30
1505,Mad Men,0.76,45
1505,Lorax,0.17,30
1505,Pony,0.13,30
1504,Walking Dead,3.05,40
1504,Lost,1.2,45
1504,Weeds,0.13,30
1504,Pony,0.1,30
1504,Lorax,0.1,30
1504,Mad Men,0.04,45
1503,Walking Dead,3.23,40
1503,Lost,1.24,45
1503,Weeds,0.17,30
1503,Pony,0.17,30
1503,Mad Men,0.13,45
1503,Lorax,0.07,30
1502,Walking Dead,2.77,40
1502,Lost,0.8,45
1502,Pony,0.2,30
1502,Lorax,0.13,30
1502,Mad Men,0.09,45
1502,Weeds,0.03,30
1501,Walking Dead,3.27,40
1501,Lost,1.42,45
1501,Weeds,0.27,30
1501,Mad Men,0.49,45
1501,Pony,0.1,30
1501,Lorax,0.1,30
1500,Walking Dead,2.55,40
1500,Lost,0.8,45
1500,Weeds,0.4,30
1500,Mad Men,0.71,45
1500,Pony,0.1,30
1500,Lorax,0.07,30
1499,Walking Dead,3.18,40
1499,Lost,1.36,45
1499,Pony,0.17,30
1499,Lorax,0.1,30
1499,Mad Men,0,45
1499,Weeds,0,30
1498,Walking Dead,3.22,40
1498,Lost,1.44,45
1498,Weeds,0.23,30
1498,Pony,0.23,30
1498,Mad Men,0.36,45
1498,Lorax,0.17,30
1497,Walking Dead,3.53,40
1497,Lost,1.76,45
1497,Weeds,0.2,30
1497,Pony,0.17,30
1497,Lorax,0.17,30
1497,Mad Men,0.22,45
1496,Walking Dead,2.85,40
1496,Lost,0.87,45
1496,Lorax,0.13,30
1496,Pony,0.1,30
1496,Weeds,0.03,30
1496,Mad Men,0.04,45
1495,Walking Dead,3.37,40
1495,Lost,1.49,45
1495,Weeds,0.27,30
1495,Mad Men,0.44,45
1495,Lorax,0.17,30
1495,Pony,0.1,30
1494,Walking Dead,2.68,40
1494,Lost,0.76,45
1494,Weeds,0.3,30
1494,Mad Men,0.36,45
1494,Pony,0.13,30
1494,Lorax,0.1,30
1493,Walking Dead,3.28,40
1493,Lost,1.44,45
1493,Lorax,0.23,30
1493,Pony,0.2,30
1493,Weeds,0.07,30
1493,Mad Men,0.09,45
1492,Walking Dead,3,40
1492,Lost,1.11,45
1492,Lorax,0.27,30
1492,Weeds,0.23,30
1492,Mad Men,0.22,45
1492,Pony,0.03,30
1491,Walking Dead,2.93,40
1491,Lost,1.04,45
1491,Lorax,0.2,30
1491,Pony,0.17,30
1491,Mad Men,0.13,45
1491,Weeds,0.07,30
1490,Walking Dead,3.07,40
1490,Lost,1.31,45
1490,Weeds,0.27,30
1490,Mad Men,0.36,45
1490,Lorax,0.1,30
1490,Pony,0.07,30
1489,Walking Dead,2.88,40
1489,Lost,0.98,45
1489,Weeds,0.1,30
1489,Pony,0.1,30
1489,Mad Men,0.18,45
1489,Lorax,0.03,30
1488,Walking Dead,3.48,40
1488,Lost,1.64,45
1488,Pony,0.23,30
1488,Weeds,0.2,30
1488,Lorax,0.1,30
1488,Mad Men,0.18,45
1487,Walking Dead,3.28,40
1487,Lost,1.58,45
1487,Weeds,0.2,30
1487,Pony,0.2,30
1487,Lorax,0.17,30
1487,Mad Men,0.27,45
1486,Walking Dead,2.85,40
1486,Lost,1.07,45
1486,Lorax,0.13,30
1486,Weeds,0.07,30
1486,Pony,0.07,30
1486,Mad Men,0.04,45
1485,Walking Dead,3.08,40
1485,Lost,1.29,45
1485,Weeds,0.37,30
1485,Mad Men,0.71,45
1485,Pony,0.07,30
1485,Lorax,0.07,30
1484,Walking Dead,3.27,40
1484,Lost,1.42,45
1484,Mad Men,0.44,45
1484,Weeds,0.2,30
1484,Pony,0.1,30
1484,Lorax,0.1,30
1483,Walking Dead,2.98,40
1483,Lost,1.18,45
1483,Weeds,0.17,30
1483,Lorax,0.13,30
1483,Mad Men,0.13,45
1483,Pony,0.03,30
1482,Walking Dead,3.37,40
1482,Lost,1.49,45
1482,Weeds,0.1,30
1482,Lorax,0.1,30
1482,Pony,0.07,30
1482,Mad Men,0,45
1481,Walking Dead,3.4,40
1481,Lost,1.58,45
1481,Pony,0.17,30
1481,Lorax,0.17,30
1481,Weeds,0.07,30
1481,Mad Men,0,45
1480,Walking Dead,3.17,40
1480,Lost,1.36,45
1480,Lorax,0.2,30
1480,Weeds,0.17,30
1480,Pony,0.13,30
1480,Mad Men,0.18,45
1479,Walking Dead,2.8,40
1479,Lost,0.87,45
1479,Weeds,0.2,30
1479,Lorax,0.17,30
1479,Pony,0.13,30
1479,Mad Men,0.18,45
1478,Walking Dead,3.27,40
1478,Lost,1.47,45
1478,Weeds,0.27,30
1478,Mad Men,0.49,45
1478,Pony,0.1,30
1478,Lorax,0.1,30
1477,Walking Dead,3.12,40
1477,Lost,1.18,45
1477,Pony,0.2,30
1477,Lorax,0.17,30
1477,Weeds,0.07,30
1477,Mad Men,0.09,45
1476,Walking Dead,3.6,40
1476,Lost,1.89,45
1476,Lorax,0.2,30
1476,Pony,0.13,30
1476,Weeds,0.03,30
1476,Mad Men,0,45
1475,Walking Dead,2.68,40
1475,Lost,0.76,45
1475,Weeds,0.13,30
1475,Mad Men,0.18,45
1475,Pony,0.07,30
1475,Lorax,0.07,30
1474,Walking Dead,3,40
1474,Lost,1.16,45
1474,Lorax,0.1,30
1474,Mad Men,0.18,45
1474,Weeds,0.07,30
1474,Pony,0.07,30
1473,Walking Dead,2.82,40
1473,Lost,0.91,45
1473,Weeds,0.3,30
1473,Pony,0.3,30
1473,Mad Men,0.49,45
1473,Lorax,0.23,30
1472,Walking Dead,3.57,40
1472,Lost,1.82,45
1472,Weeds,0.13,30
1472,Mad Men,0.22,45
1472,Pony,0.1,30
1472,Lorax,0.03,30
1471,Walking Dead,3.07,40
1471,Lost,1.2,45
1471,Weeds,0.27,30
1471,Mad Men,0.22,45
1471,Lorax,0.1,30
1471,Pony,0.03,30
1470,Walking Dead,3.23,40
1470,Lost,1.4,45
1470,Mad Men,0.22,45
1470,Weeds,0.1,30
1470,Lorax,0.1,30
1470,Pony,0.07,30
1469,Walking Dead,3.03,40
1469,Lost,1.16,45
1469,Weeds,0.23,30
1469,Mad Men,0.4,45
1469,Pony,0.07,30
1469,Lorax,0.03,30
1468,Walking Dead,2.88,40
1468,Lost,1.13,45
1468,Mad Men,0.62,45
1468,Weeds,0.3,30
1468,Pony,0.1,30
1468,Lorax,0.07,30
1467,Walking Dead,2.9,40
1467,Lost,1.04,45
1467,Weeds,0.27,30
1467,Pony,0.2,30
1467,Lorax,0.2,30
1467,Mad Men,0.27,45
1466,Walking Dead,3.33,40
1466,Lost,1.47,45
1466,Mad Men,0.36,45
1466,Weeds,0.17,30
1466,Pony,0.17,30
1466,Lorax,0.1,30
1465,Walking Dead,3.17,40
1465,Lost,1.29,45
1465,Pony,0.23,30
1465,Lorax,0.13,30
1465,Weeds,0.07,30
1465,Mad Men,0,45
1464,Walking Dead,3.33,40
1464,Lost,1.58,45
1464,Mad Men,0.49,45
1464,Weeds,0.23,30
1464,Pony,0.1,30
1464,Lorax,0.07,30
1463,Walking Dead,3.03,40
1463,Lost,1.24,45
1463,Weeds,0.3,30
1463,Mad Men,0.58,45
1463,Pony,0.1,30
1463,Lorax,0.07,30
1462,Walking Dead,2.82,40
1462,Lost,0.96,45
1462,Mad Men,0.53,45
1462,Weeds,0.23,30
1462,Pony,0.07,30
1462,Lorax,0.07,30
1461,Walking Dead,3.33,40
1461,Lost,1.49,45
1461,Pony,0.23,30
1461,Weeds,0.17,30
1461,Lorax,0.17,30
1461,Mad Men,0.27,45
1460,Walking Dead,2.78,40
1460,Lost,1,45
1460,Weeds,0.3,30
1460,Mad Men,0.36,45
1460,Pony,0.13,30
1460,Lorax,0.1,30
1459,Walking Dead,3.52,40
1459,Lost,1.69,45
1459,Lorax,0.17,30
1459,Weeds,0.13,30
1459,Pony,0.13,30
1459,Mad Men,0.09,45
1458,Walking Dead,2.93,40
1458,Lost,1.16,45
1458,Weeds,0.17,30
1458,Mad Men,0.27,45
1458,Pony,0.1,30
1458,Lorax,0.07,30
1457,Walking Dead,2.75,40
1457,Lost,1.07,45
1457,Weeds,0.23,30
1457,Mad Men,0.4,45
1457,Lorax,0.1,30
1457,Pony,0.07,30
1456,Walking Dead,2.88,40
1456,Lost,1.04,45
1456,Weeds,0.23,30
1456,Mad Men,0.36,45
1456,Lorax,0.1,30
1456,Pony,0.07,30
1455,Walking Dead,3.1,40
1455,Lost,1.18,45
1455,Lorax,0.23,30
1455,Pony,0.13,30
1455,Weeds,0.1,30
1455,Mad Men,0.04,45
1454,Walking Dead,3.37,40
1454,Lost,1.44,45
1454,Mad Men,0.49,45
1454,Weeds,0.23,30
1454,Lorax,0.1,30
1454,Pony,0.07,30
1453,Walking Dead,3.17,40
1453,Lost,1.31,45
1453,Mad Men,0.31,45
1453,Weeds,0.13,30
1453,Pony,0.03,30
1453,Lorax,0.03,30
1452,Walking Dead,2.8,40
1452,Lost,0.89,45
1452,Weeds,0.07,30
1452,Pony,0.07,30
1452,Lorax,0.07,30
1452,Mad Men,0,45
1451,Walking Dead,3.13,40
1451,Lost,1.47,45
1451,Weeds,0.3,30
1451,Pony,0.2,30
1451,Mad Men,0.31,45
1451,Lorax,0.1,30
1450,Walking Dead,3.47,40
1450,Lost,1.6,45
1450,Weeds,0.1,30
1450,Pony,0.1,30
1450,Lorax,0.03,30
1450,Mad Men,0.04,45
1449,Walking Dead,3.03,40
1449,Lost,1.29,45
1449,Weeds,0.23,30
1449,Pony,0.23,30
1449,Mad Men,0.44,45
1449,Lorax,0.13,30
1448,Walking Dead,3.03,40
1448,Lost,1.07,45
1448,Weeds,0.13,30
1448,Pony,0.1,30
1448,Lorax,0.1,30
1448,Mad Men,0,45
1447,Walking Dead,3.07,40
1447,Lost,1.29,45
1447,Mad Men,0.53,45
1447,Weeds,0.23,30
1447,Pony,0.13,30
1447,Lorax,0.13,30
1446,Walking Dead,2.55,40
1446,Lost,0.62,45
1446,Lorax,0.2,30
1446,Pony,0.07,30
1446,Mad Men,0,45
1446,Weeds,0,30
1445,Walking Dead,2.83,40
1445,Lost,0.98,45
1445,Weeds,0.17,30
1445,Lorax,0.13,30
1445,Pony,0.1,30
